source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
The Straits Times,,2020-06-26 08:40:45,The police officer has been charged with strangulation and attempted strangulation after he used an illegal chokehold to arrest a man on a boardwalk.,107,82,4,,4,3,14,,10157156604082115,/story.php?story_fbid=10157156604082115&id=129011692114
The Straits Times,,2020-06-26 08:21:45,"Singapore is still not out of the woods yet for Covid-19, said ministers Lawrence Wong and Gan Kim Yong.",570,475,37,2,12,34,5,,10157156568032115,/story.php?story_fbid=10157156568032115&id=129011692114
The Straits Times,,2020-06-26 07:57:54,"More than 20 million Americans could have contracted Covid-19, with many people not showing symptoms of the disease, said government experts.",602,409,23,2,109,52,5,,10157156510332115,/story.php?story_fbid=10157156510332115&id=129011692114
The Straits Times,,2020-06-26 07:37:07,"""A lot of people say Mr Low is an angry man but he is really friendly. He stands up for Singaporeans,"" says a long-time Hougang resident.",1K,828,11,58,12,121,,,10157156462002115,/story.php?story_fbid=10157156462002115&id=129011692114
The Straits Times,,2020-06-26 07:16:58,Liverpool's 30-year wait for a Premier League title is finally over.,2.3K,2K,50,234,15,5,6,,10157156407297115,/story.php?story_fbid=10157156407297115&id=129011692114
The Straits Times,,2020-06-25 23:59:50,"The court challenge relates to how ""current regulations will inhibit voting"", says Mr Ravi.",344,165,144,2,31,,2,,10157155417422115,/story.php?story_fbid=10157155417422115&id=129011692114
The Straits Times,,2020-06-25 23:38:35,"UPDATE: 313@somerset, VivoCity, Bugis Junction and Lucky Plaza are among the places which Covid-19 patients visited.",1.8K,1K,25,3,350,341,17,,10157155378267115,/story.php?story_fbid=10157155378267115&id=129011692114
The Straits Times,,2020-06-25 23:11:36,"In his first interview since a fall at home left him with traumatic brain injury and loss of smell, Mr Low Thia Khiang shares why he is not contesting this election.",2.6K,2K,2,187,17,56,1,,10157155322007115,/story.php?story_fbid=10157155322007115&id=129011692114
The Straits Times,,2020-06-25 22:41:08,It has been a week since the easing of domestic travel restrictions and business closure requests.,128,101,1,,7,19,,,10157155256272115,/story.php?story_fbid=10157155256272115&id=129011692114
The Straits Times,,2020-06-25 22:15:52,"Education institutions face 16 times more attacks than other often-targeted organisations in the healthcare and retail sectors, according to an analysis.",67,52,1,,6,5,3,,10157155193137115,/story.php?story_fbid=10157155193137115&id=129011692114
The Straits Times,,2020-06-25 21:51:21,"The average number of telco services which customers held, such as mobile, broadband and pay-TV, has also decreased, according to the study.",122,113,7,,1,,1,,10157155132227115,/story.php?story_fbid=10157155132227115&id=129011692114
The Straits Times,,2020-06-25 21:24:12,The 6 are among 140 people who had their work passes revoked for breaching Covid-19 measures.,1.5K,1.3K,89,40,69,18,,,10157155075782115,/story.php?story_fbid=10157155075782115&id=129011692114
The Straits Times,,2020-06-25 21:08:56,"Ms Seah, who resigned from the National Solidarity Party in 2014, said she was drawn to the ethos of the WP and has been volunteering with them since 2015.",417,373,16,21,1,,1,,10157155044017115,/story.php?story_fbid=10157155044017115&id=129011692114
The Straits Times,,2020-06-25 20:50:33,The popular indoor playground is calling it quits after 6 years of operations.,173,75,,,14,84,,,10157155007607115,/story.php?story_fbid=10157155007607115&id=129011692114
The Straits Times,,2020-06-25 20:34:47,"The Workers' Party announces where they will contest this #GE2020 and speak about what they expect from the election.  Candidate Nicole Seah ​says it is important to see ""​a ​fair and transparent discussion on the issues that matter"". https://str.sg/Jmkw",752,679,9,38,2,,8,,10157154981947115,/story.php?story_fbid=10157154981947115&id=129011692114
The Straits Times,,2020-06-25 20:22:20,SIA has an advantage as India does not allow foreign airlines to directly fly passengers to a third country.,248,225,11,9,2,1,,,10157154964472115,/story.php?story_fbid=10157154964472115&id=129011692114
The Straits Times,,2020-06-25 20:07:15,"About 1,027kg of frozen and chilled meat, including processed pork, duck and beef, as well as seafood products were seized.",96,71,9,1,15,,,,10157154942397115,/story.php?story_fbid=10157154942397115&id=129011692114
,,2020-06-25 20:00:01,"SPONSORED: Dreaming of travelling again? From stunning coastlines and vineyards to lush rolling hills and wildlife encounters, a classic self-drive holiday is the best way to explore the wonders of South Australia. Here's your chance to win 2 air tickets to Adelaide, where your epic road trip begins!",27,25,,,2,,,,10157154683667115,/story.php?story_fbid=10157154683667115&id=129011692114
The Straits Times,,2020-06-25 19:46:21,"Syahrial Alamsyah stabbed then chief security minister Wiranto as he exited a car, while his wife Fitria Diana injured a member of the minister's entourage.",146,113,3,1,21,,8,,10157154913052115,/story.php?story_fbid=10157154913052115&id=129011692114
The Straits Times,,2020-06-25 19:31:19,"Snap Inc has already made its first hire in Singapore, the company’s director of South-east Asia market development.",56,51,3,1,1,,,,10157154890622115,/story.php?story_fbid=10157154890622115&id=129011692114
The Straits Times,,2020-06-25 19:13:51,"During a quarrel with her mother over her sexual activity, the girl revealed that it was her stepfather who ""made her like this"". Stunned, the woman made her husband and daughter promise not to have sex any more and not to reveal this to others.",244,69,2,,14,8,151,,10157154868042115,/story.php?story_fbid=10157154868042115&id=129011692114
,,2020-06-25 18:57:12,THE BIG STORY: Covid-19 testing to be extended to those aged 13 and up who display symptoms of acute respiratory infection | 80% of migrant workers expected to be virus-free by end-July #thebigstory #stbigstory #coronavirus #covid19,346,305,,29,,1,3,,743431446468793,/story.php?story_fbid=743431446468793&id=129011692114
The Straits Times,,2020-06-25 18:55:23,"120,000 workers have either tested negative for the virus or recovered, said Mr Lawrence Wong.",1.3K,1.1K,6,101,16,2,3,,10157154835217115,/story.php?story_fbid=10157154835217115&id=129011692114
The Straits Times,,2020-06-25 18:49:02,"The authorities will shut down the business' operations immediately if there are egregious breaches, says Mr Lawrence Wong.",426,389,4,12,16,1,2,,10157154827177115,/story.php?story_fbid=10157154827177115&id=129011692114
The Straits Times,,2020-06-25 18:49:02,"The authorities will shut down the business' operations immediately if there are egregious breaches, says Mr Lawrence Wong.",426,389,4,12,16,1,2,,10157154827177115,/story.php?story_fbid=10157154827177115&id=129011692114
The Straits Times,,2020-06-25 18:40:41,🔴 JUST IN: Individuals aged 13 and above who are diagnosed with acute respiratory infection will have to be tested for Covid-19 in Singapore.,1.6K,1.4K,7,12,141,19,4,,10157154818132115,/story.php?story_fbid=10157154818132115&id=129011692114
The Straits Times,,2020-06-25 18:36:23,"Hong Kong has seen a spike in cases, with 48 new infections confirmed in the past 3 days, of which all are imported.",143,90,2,,21,30,,,10157154813037115,/story.php?story_fbid=10157154813037115&id=129011692114
The Straits Times,,2020-06-25 18:08:14,The woman was trapped in her car which overturned after colliding with another car.,1K,533,5,4,248,271,4,,10157154761152115,/story.php?story_fbid=10157154761152115&id=129011692114
The Straits Times,,2020-06-25 17:44:47,"Saliva testing is already administered in places such as Hong Kong, Japan and the US as it is non-invasive and less uncomfortable compared with nasal swab tests.",219,202,5,7,3,1,,,10157154729507115,/story.php?story_fbid=10157154729507115&id=129011692114
The Straits Times,,2020-06-25 17:23:08,DBS PayLah customers will have the same booking and payment functions as that offered by the ComfortDelGro Taxi Booking App.,114,108,3,,3,,,,10157154690717115,/story.php?story_fbid=10157154690717115&id=129011692114
,,2020-06-25 17:07:58,"THE BIG STORY: ESM Goh Chok Tong retires from politics | WP's Low Thia Khiang, Chen Show Mao, Png Eng Huat not contesting in GE2020 #thebigstory #stbigstory #generalelection #ge2020 #coronavirus #covid19",300,246,10,36,3,2,2,,257696672199530,/story.php?story_fbid=257696672199530&id=129011692114
The Straits Times,,2020-06-25 17:01:03,The new cases were a woman who arrived from Peru and 2 men who arrived on the same flight from India.,270,177,4,,33,54,1,,10157154651652115,/story.php?story_fbid=10157154651652115&id=129011692114
The Straits Times,,2020-06-25 16:50:53,"SingFirst has directed a number of potential members to join other parties instead, and some former members are now active in other parties, says secretary-general Tan Jee Say.",178,135,31,4,1,2,,,10157154634012115,/story.php?story_fbid=10157154634012115&id=129011692114
The Straits Times,,2020-06-25 16:41:22,"Scientists detected traces of polystyrene in the guts of tiny, soil-dwelling organisms in the Antarctic, which is one of the most remote soil food webs on the planet.",81,42,,,3,34,1,,10157154623467115,/story.php?story_fbid=10157154623467115&id=129011692114
The Straits Times,,2020-06-25 16:10:55,Get news alerts and top stories on #GE2020 delivered to your e-mail inbox. Here's how 👇.,55,54,1,,,,,,10157154592647115,/story.php?story_fbid=10157154592647115&id=129011692114
The Straits Times,,2020-06-25 15:47:00,ESM Goh Chok Tong entered politics in 1976 and was first elected to Parliament as MP for Marine Parade in the same year.,1.1K,928,64,49,16,34,5,,10157154567447115,/story.php?story_fbid=10157154567447115&id=129011692114
The Straits Times,,2020-06-25 15:31:40,JUST IN: The Workers' Party has also announced that it will contest 6 constituencies.,948,722,11,6,50,153,1,,10157154547032115,/story.php?story_fbid=10157154547032115&id=129011692114
The Straits Times,,2020-06-25 15:25:52,"The 2 former military men introduced are Mr Michael Chua, who has been spotted in party activities in Tanjong Pagar GRC, and Mr Nadarajah Loganathan, who is expected to be on the party's A-team in West Coast GRC.",202,177,12,8,2,1,2,,10157154537167115,/story.php?story_fbid=10157154537167115&id=129011692114
The Straits Times,,2020-06-25 15:15:13,"🔴 JUST IN: Singapore confirms 113 new Covid-19 cases, including 5 in the community.",1.3K,1.1K,5,12,34,115,3,,10157154525597115,/story.php?story_fbid=10157154525597115&id=129011692114
The Straits Times,,2020-06-25 15:03:25,"JUST IN: The constituencies are Hougang and Punggol West SMCs, and Aljunied, Marine Parade, Sengkang and East Coast GRCs.",153,137,4,7,1,,,,10157154502192115,/story.php?story_fbid=10157154502192115&id=129011692114
The Straits Times,,2020-06-25 14:56:39,"In the previous general election, Ms Tin won a three-cornered fight for MacPherson by garnering 65.6% of the vote.",259,183,64,2,10,,,,10157154489592115,/story.php?story_fbid=10157154489592115&id=129011692114
The Straits Times,,2020-06-25 14:40:58,"The latest batch of PAP candidates bring with them years of experience in community and volunteer work, on top of time spent in the civil service or corporate world.",216,168,22,6,3,1,15,,10157154465242115,/story.php?story_fbid=10157154465242115&id=129011692114
The Straits Times,,2020-06-25 14:17:15,"4 were each fined $9,000, with the remaining 3 fined $8,000 each.",1.9K,1.4K,269,23,86,9,139,,10157154435932115,/story.php?story_fbid=10157154435932115&id=129011692114
The Straits Times,,2020-06-25 14:00:42,Users will also have the option of choosing shorter or longer timeframes under Google's updated settings.,100,93,4,,3,,,,10157154415222115,/story.php?story_fbid=10157154415222115&id=129011692114
The Straits Times,,2020-06-25 13:20:26,"The specially designed missile is typically used when a senior terrorist leader has been located, but other weapons would risk killing nearby civilians.",137,114,6,2,12,2,1,,10157154364662115,/story.php?story_fbid=10157154364662115&id=129011692114
The Straits Times,,2020-06-25 13:05:17,GNC had been trying to reduce its nearly US$900 million debt load amid falling sales at its US stores when the coronavirus pandemic hit.,313,178,5,,59,70,,,10157154337532115,/story.php?story_fbid=10157154337532115&id=129011692114
The Straits Times,,2020-06-25 12:55:58,"The other PAP new candidates are former Community Chest managing director Ng Ling Ling, former Parkway Holdings group CEO Tan See Leng and lawyer Zhulkarnain Abdul Rahim.",251,191,28,15,3,1,12,,10157154328252115,/story.php?story_fbid=10157154328252115&id=129011692114
The Straits Times,,2020-06-25 12:40:34,The authorities are beginning a testing blitz across the worst effected suburbs in the country's Victoria state.,116,75,7,,10,24,,,10157154296712115,/story.php?story_fbid=10157154296712115&id=129011692114
The Straits Times,,2020-06-25 12:23:25,"The party has not announced its line-up yet, but said it will be fielding 12 candidates for the general election.",143,80,44,1,3,,15,,10157154278562115,/story.php?story_fbid=10157154278562115&id=129011692114
The Straits Times,,2020-06-25 12:10:21,SPONSORED: Have a fresh idea to bring the Somerset Belt to life? Find out how some young Singaporeans envision the Orchard precinct as a must-visit lifestyle and leisure destination.,37,37,,,,,,,10157154208937115,/story.php?story_fbid=10157154208937115&id=129011692114
The Straits Times,,2020-06-25 11:57:27,"The group is currently able to produce 2 billion doses by the end of 2021, said an executive.",159,144,2,,10,,,,10157154245667115,/story.php?story_fbid=10157154245667115&id=129011692114
The Straits Times,,2020-06-25 11:31:11,"Mr Pony Ma’s US$50 billion fortune has surpassed that of Mr Jack Ma, who is worth US$48 billion.",600,459,71,5,63,,1,,10157154196347115,/story.php?story_fbid=10157154196347115&id=129011692114
The Straits Times,,2020-06-25 11:15:07,"The masks can be collected until July 12 from vending machines at bus interchanges, community clubs and residents' committee centres.",2.1K,1.9K,43,35,68,1,4,,10157154168942115,/story.php?story_fbid=10157154168942115&id=129011692114
The Straits Times,,2020-06-25 11:00:51,"The US recorded more than 35,900 Covid-19 cases in the past 24 hours, bringing the total tally in the country to nearly 2.4 million.",277,152,8,1,57,52,4,,10157154141382115,/story.php?story_fbid=10157154141382115&id=129011692114
The Straits Times,,2020-06-25 10:49:46,Supporters were usually allowed in nomination centres during previous elections. But they will not be able to do so this time round due to the Covid-19 pandemic.,94,86,4,,,,4,,10157154125502115,/story.php?story_fbid=10157154125502115&id=129011692114
The Straits Times,,2020-06-25 10:37:56,The cuts will affect 180 people across all parts of Jetstar Asia's business.,557,322,3,1,49,178,4,,10157154108717115,/story.php?story_fbid=10157154108717115&id=129011692114
The Straits Times,,2020-06-25 10:23:18,New clusters have emerged in Melbourne following a spike of almost 150 new Covid-19 infections in Victoria.,330,207,3,,57,62,,,10157154063502115,/story.php?story_fbid=10157154063502115&id=129011692114
The Straits Times,,2020-06-25 10:00:55,"Mr Ng, who was part of the PAP team that won the Pasir Ris-Punggol GRC in 2015, is set to move to the new GRC. Sengkang is expected to be contested by the Workers' Party.",211,177,21,3,5,4,1,,10157153974052115,/story.php?story_fbid=10157153974052115&id=129011692114
The Straits Times,,2020-06-25 09:41:26,"Dr Chee urged Singaporeans not to be afraid to ""rock the boat"" during uncertain times so that they can send a loud and clear message to the PAP at the coming election.",412,276,99,8,2,2,15,,10157153923827115,/story.php?story_fbid=10157153923827115&id=129011692114
The Straits Times,,2020-06-25 09:20:29,The 3 men had allegedly chased the victim on their pickup trucks and shot him with a shotgun.,77,52,2,,8,13,2,,10157153883542115,/story.php?story_fbid=10157153883542115&id=129011692114
The Straits Times,,2020-06-25 09:00:36,The World Health Organization (WHO) is expecting the world to reach a total of 10 million Covid-19 cases within the next week.,173,105,3,,29,32,1,,10157153850982115,/story.php?story_fbid=10157153850982115&id=129011692114
The Straits Times,,2020-06-25 08:40:36,"As of June 24, overlapping claims have yet to be resolved in at least 4 constituencies, which include Bishan-Toa Payoh GRC and the new Yio Chu Kang SMC.",122,97,14,,6,1,,,10157153812037115,/story.php?story_fbid=10157153812037115&id=129011692114
The Straits Times,,2020-06-25 08:05:47,Tremors from the quake were felt in the greater Tokyo area.,158,88,,1,27,41,,,10157153732682115,/story.php?story_fbid=10157153732682115&id=129011692114
The Straits Times,,2020-06-25 07:50:49,The locally developed disinfecting cabinet uses ultraviolet light to kill bacteria and viruses on items such as mobile phones and laptops.,225,197,,12,15,,,,10157153702252115,/story.php?story_fbid=10157153702252115&id=129011692114
The Straits Times,,2020-06-25 07:30:38,"Most patients here are young and healthy workers and the healthcare system hasn't been overwhelmed, said experts.",530,479,26,7,4,1,,,10157153668542115,/story.php?story_fbid=10157153668542115&id=129011692114
The Straits Times,,2020-06-25 00:09:53,UPDATE: The 2 new clusters are linked to a total of 10 cases. A nurse from Ng Teng Fong General Hospital is also among the new cases.,687,404,3,2,121,151,2,,10157152736847115,/story.php?story_fbid=10157152736847115&id=129011692114
The Straits Times,,2020-06-24 23:24:49,"More than 2 years after a flurry of summits, Mr Kim Jong Un still has not achieved the sanctions relief and security guarantees he wanted.",142,112,21,,6,2,,,10157152634642115,/story.php?story_fbid=10157152634642115&id=129011692114
The Straits Times,,2020-06-24 23:10:11,The ship's operator was found to have lied to officials when he said no one on board was ill.,186,112,3,,34,31,6,,10157152597457115,/story.php?story_fbid=10157152597457115&id=129011692114
The Straits Times,,2020-06-24 22:41:32,More than 100 people have been put under quarantine.,688,422,13,4,153,93,,,10157152524297115,/story.php?story_fbid=10157152524297115&id=129011692114
The Straits Times,,2020-06-24 22:24:22,What do you think about Singapore holding the coming election amid the Covid-19 pandemic? We speak to Singaporeans to find out. How this election will be different from past polls: https://str.sg/JW9p,177,155,11,1,5,1,3,,10157152486092115,/story.php?story_fbid=10157152486092115&id=129011692114
The Straits Times,,2020-06-24 22:05:57,"Temperature screening and masks are a must and the places of worship have to remove shared prayer items, among other things.",261,240,1,12,1,,1,,10157152436037115,/story.php?story_fbid=10157152436037115&id=129011692114
"The Straits Times,sgsme.sg",,2020-06-24 22:00:54,"FairPrice's Malaysian staff asked to relocate here, or resign.",618,407,16,12,74,99,10,,10157151387742115,/story.php?story_fbid=10157151387742115&id=129011692114
The Straits Times,,2020-06-24 21:43:45,"Instead of shuttering schools, shops and restaurants, Sweden left pretty much everything open.",211,163,25,2,15,1,4,,10157152369057115,/story.php?story_fbid=10157152369057115&id=129011692114
The Straits Times,,2020-06-24 21:26:17,All public libaries and the National Library Building will be open from 11am to 7pm daily instead of the usual 10am to 9pm.,843,768,1,48,18,1,1,,10157152314662115,/story.php?story_fbid=10157152314662115&id=129011692114
The Straits Times,,2020-06-24 21:10:05,"""The final award sets the stage for the development of a world-class, resilient and secure 5G infrastructure,"" says Communications and Information Minister S Iswaran.",111,108,,3,,,,,10157152279437115,/story.php?story_fbid=10157152279437115&id=129011692114
The Straits Times,,2020-06-24 20:55:52,"MSF's statement follows 2 petitions calling for a ""restricted"" rating on the livestream event to prevent children from watching it and to keep the event ""out of homes and workplaces"".",454,309,20,60,3,5,47,,10157152255442115,/story.php?story_fbid=10157152255442115&id=129011692114
The Straits Times,,2020-06-24 20:40:16,2 people were taken to the hospital after the incident.,208,109,6,3,31,7,52,,10157152233632115,/story.php?story_fbid=10157152233632115&id=129011692114
The Straits Times,,2020-06-24 20:25:45,"As Singapore's election is being held amid the Covid-19 pandemic, there are new safety measures when polling takes place. Here's a guide on what to do on Polling Day: ",493,470,9,6,4,,2,,10157152217177115,/TheStraitsTimes/photos/a.10150602946322115/10157152217177115
The Straits Times,,2020-06-24 20:09:24,"The device was inspired by a melaphone, which acts as a diaphragm so that users do not have to project their voices too much.",1.1K,1K,9,64,15,1,,,10157152192792115,/story.php?story_fbid=10157152192792115&id=129011692114
The Straits Times,,2020-06-24 20:00:33,SPONSORED: What are the key benefits of the cloud? Find out how it can improve the quality of services for citizens and businesses in Singapore.,28,27,,1,,,,,10157151672442115,/story.php?story_fbid=10157151672442115&id=129011692114
The Straits Times,,2020-06-24 19:41:19,"The ranking is based on indicators including academic reputation, employer reputation and international student ratio.",595,517,13,43,20,,,,10157152133652115,/story.php?story_fbid=10157152133652115&id=129011692114
The Straits Times,,2020-06-24 19:17:46,"Mr Lee Hsien Yang has joined the Progress Singapore Party.  Party chief Tan Cheng Bock said Mr Lee has been a member ""for quite some time"", but they were unable to have a membership card presentation ceremony due to the Covid-19 situation. https://str.sg/JWj5",597,480,43,24,9,3,35,,10157152087692115,/story.php?story_fbid=10157152087692115&id=129011692114
The Straits Times,,2020-06-24 18:44:53,"According to the area’s Covid-19 task force chief, the baby contracted the virus from neighbours who visited him.",1.8K,385,1,3,112,1.3K,26,,10157152016517115,/story.php?story_fbid=10157152016517115&id=129011692114
The Straits Times,,2020-06-24 18:30:42,"Lange Vivian had allegedly provided a digital payment token service without a licence and received transfers of around $3,000 in her bank account.",85,67,9,,9,,,,10157151993407115,/story.php?story_fbid=10157151993407115&id=129011692114
The Straits Times,,2020-06-24 18:18:04,Social distancing and guest registrations are still required and the events should not last more than 5 hours.,634,521,10,15,79,1,,,10157151978242115,/story.php?story_fbid=10157151978242115&id=129011692114
The Straits Times,,2020-06-24 17:59:57,"There are doubts about the feasibility of the Oct 10-11 event, given that it is scheduled to take place just 3 weeks after the now-cancelled Singapore Grand Prix.",51,44,1,1,2,,3,,10157151957847115,/story.php?story_fbid=10157151957847115&id=129011692114
The Straits Times,,2020-06-24 17:45:29,"""I was speaking with the organisers and saying, what are the chances of someone from Singapore being part of the missions to the moon and the missions to Mars? I think the chances are very, very good,"" says Dr Cady Coleman.",265,227,13,19,6,,,,10157151937092115,/story.php?story_fbid=10157151937092115&id=129011692114
The Straits Times,,2020-06-24 17:16:22,Passengers must have booked the tickets on or before March 15 in order to qualify.,214,201,2,5,5,1,,,10157151899927115,/story.php?story_fbid=10157151899927115&id=129011692114
,,2020-06-24 17:06:31,"THE BIG STORY: PAP unveils 8 new candidates for GE2020 | Lee Hsien Yang joins PSP | Shanmugam says jobs, healthcare should be focus at GE2020 #thebigstory #stbigstory #generalelection #ge2020 #coronavirus #covid19",452,317,11,73,4,3,35,,268684830870778,/story.php?story_fbid=268684830870778&id=129011692114
The Straits Times,,2020-06-24 16:58:05,"The affected workers make up about 5% of the total workforce in Singapore, excluding maids.",236,187,1,,11,35,1,,10157151872417115,/story.php?story_fbid=10157151872417115&id=129011692114
The Straits Times,,2020-06-24 16:31:14,"Many found it difficult to secure a booking. Muis acknowledged that users had ""difficulty"" in accessing the system, which was meant to ensure safe distancing.",52,38,9,,4,1,,,10157151844692115,/story.php?story_fbid=10157151844692115&id=129011692114
The Straits Times,,2020-06-24 16:15:00,Keep this guide handy if you’re planning your holidays next year. https://str.sg/JWVh,586,542,9,18,7,,,,10157151755097115,/story.php?story_fbid=10157151755097115&id=129011692114
The Straits Times,,2020-06-24 16:00:48,The party may face a three-way fight in Pasir Ris-Punggol GRC where the Singapore Democratic Alliance has said it will contest.,142,97,37,2,2,,1,,10157151814127115,/story.php?story_fbid=10157151814127115&id=129011692114
The Straits Times,,2020-06-24 15:47:19,"Besides familiar WP members such as Sylvia Lim, Pritam Singh and Lee Li Lian, the video also featured new faces such as lawyer Fadli Fawzi and former NSP candidate Nicole Seah.",696,631,21,33,5,1,1,,10157151798862115,/story.php?story_fbid=10157151798862115&id=129011692114
The Straits Times,,2020-06-24 15:30:10,"The broadcast for an SMC will last for 3 minutes, while that for a GRC will be 12 or 15 minutes depending on whether it is a 4- or 5-member GRC.",169,159,3,,4,2,1,,10157151776827115,/story.php?story_fbid=10157151776827115&id=129011692114
The Straits Times,,2020-06-24 15:16:32,"🔴 JUST IN: Singapore confirms 191 new Covid-19 cases in S'pore. There are 7 cases in the community, including 2 Singaporeans or PRs.",1.6K,1.3K,14,4,113,213,6,,10157151760787115,/story.php?story_fbid=10157151760787115&id=129011692114
The Straits Times,,2020-06-24 15:03:59,"The ELD said candidates cannot remove their masks for taking photos, or solely for talking to others.",276,235,26,10,3,1,,,10157151747157115,/story.php?story_fbid=10157151747157115&id=129011692114
The Straits Times,,2020-06-24 14:50:35,Monkeys in Lopburi are going bananas as tourists - and free food - disappeared because of the Covid-19 outbreak.,96,73,10,,9,2,1,,10157151730972115,/story.php?story_fbid=10157151730972115&id=129011692114
The Straits Times,,2020-06-24 14:43:39,"The haul from a 2-day drug bust was enough to feed the addiction of 1,390 abusers for a week.",296,217,6,1,59,8,5,,10157151723322115,/story.php?story_fbid=10157151723322115&id=129011692114
The Straits Times,,2020-06-24 14:21:10,"The contactless kiosks have already been deployed at 5 locations, including Braddell and Tiong Bahru MRT stations as well Bukit Panjang and Serangoon bus interchanges.",378,346,11,3,17,,1,,10157151689902115,/story.php?story_fbid=10157151689902115&id=129011692114
The Straits Times,,2020-06-24 14:04:48,Should HDB flats come with a balcony for gardening? Why or why not? Tell us what you think below.,1.2K,1.1K,33,74,7,,3,,10157151667667115,/story.php?story_fbid=10157151667667115&id=129011692114
The Straits Times,,2020-06-24 13:42:26,The Singapore Standards Council will work on guidelines for companies this year in areas like business continuity and supply chains.,120,114,,2,3,1,,,10157151640142115,/story.php?story_fbid=10157151640142115&id=129011692114
The Straits Times,,2020-06-24 13:31:07,A court inquiry found Mr Dyson Heydon had harassed 6 former staff members who were Judges' Associates in Australia. He has reportedly denied the harassment claims.,78,51,9,1,14,,3,,10157151624667115,/story.php?story_fbid=10157151624667115&id=129011692114
The Straits Times,,2020-06-24 13:15:52,"The task at hand is to tell people honestly what the issues facing Singapore are, and propose the best solutions, said Mr Shanmugam.",300,229,50,9,3,,8,,10157151598217115,/story.php?story_fbid=10157151598217115&id=129011692114
The Straits Times,,2020-06-24 13:01:10,"California alone reported 5,019 new cases, its biggest daily jump, while hitting a record of 3,700 hospitalisations.",274,171,10,1,43,48,,,10157151578667115,/story.php?story_fbid=10157151578667115&id=129011692114
The Straits Times,,2020-06-24 12:38:32,PAP unveiled a 2nd batch of candidates comprising 2 former civil servants and 2 others from the private sector.,226,164,27,10,4,1,20,,10157151545407115,/story.php?story_fbid=10157151545407115&id=129011692114
The Straits Times,,2020-06-24 12:30:01,"There are now 269 active dengue clusters in Singapore, with 12,542 people infected so far this year. https://str.sg/JWHz",939,492,4,1,223,205,6,,10157151475407115,/story.php?story_fbid=10157151475407115&id=129011692114
The Straits Times,,2020-06-24 12:12:23,Time to mark your calendar!,450,413,12,4,3,17,,,10157151492947115,/story.php?story_fbid=10157151492947115&id=129011692114
The Straits Times,,2020-06-24 12:00:12,SPONSORED: Looking for support amid the Covid-19 pandemic? Find out how these digital services can help you and your business. https://str.sg/JWSj,52,48,,,,,,,10157151474652115,/story.php?story_fbid=10157151474652115&id=129011692114
The Straits Times,,2020-06-24 11:46:13,"Do you live in Bedok, but vote in...Marine Parade? Since 1968, every area of Singapore has seen at least one change in electoral boundaries due to shifting and growing populations.",75,54,17,,2,,1,,10157151455667115,/story.php?story_fbid=10157151455667115&id=129011692114
The Straits Times,,2020-06-24 11:01:17,"The 4 are Mr Edward Chia, Mr Desmond Tan, Mr Ivan Lim and Ms Nadia Samdin.",382,293,51,17,5,,14,,10157151378267115,/story.php?story_fbid=10157151378267115&id=129011692114
The Straits Times,,2020-06-24 09:59:47,"A number of factors could play a role in the outcome of GE2020, including how much voters value the competing calls for support from all sides.",91,81,5,1,3,,,,10157151224252115,/story.php?story_fbid=10157151224252115&id=129011692114
The Straits Times,,2020-06-24 09:45:58,"There were 1,377 infections in the past week, surpassing the 1,154 cases recorded in the week before. These are the first 2 times weekly cases crossed the 1,000-mark in Singapore.",611,351,6,2,107,134,3,,10157151198997115,/story.php?story_fbid=10157151198997115&id=129011692114
The Straits Times,,2020-06-24 09:29:01,"""We couldn't walk... the street was like chewing gum,"" said one resident of Juchitan, in Oaxaca state.",126,71,,,14,39,,,10157151168402115,/story.php?story_fbid=10157151168402115&id=129011692114
The Straits Times,,2020-06-24 09:16:12,"In the tweet, the US President threatened to meet any ""Autonomous Zone"" in Washington, DC, with serious force.",66,46,14,3,2,,1,,10157151137062115,/story.php?story_fbid=10157151137062115&id=129011692114
The Straits Times,,2020-06-24 09:01:11,"Mr Jeyaretnam said PSP offered to withdraw from various areas it had been eyeing in return for West Coast, and RP has selected its areas based on ""moving aside for Dr Tan's A team"" and where it thinks it can more likely win.",613,544,27,25,7,,1,,10157151096297115,/story.php?story_fbid=10157151096297115&id=129011692114
The Straits Times,,2020-06-24 08:43:45,It remains to be seen how he will contribute to the PSP's campaign.,1.1K,880,114,32,75,1,7,,10157151063672115,/story.php?story_fbid=10157151063672115&id=129011692114
The Straits Times,,2020-06-24 08:25:34,South Korean health officials said Russian sailors from a ship received quarantine certificates from the port authorities without submitting health questionnaires. 16 of the sailors tested positive.,220,149,2,,37,31,,,10157151030342115,/story.php?story_fbid=10157151030342115&id=129011692114
The Straits Times,,2020-06-24 08:11:28,"PwC found that Hin Leong was buying and selling cargo on the same date or within a short interval at a loss, ""purely for the sake of obtaining financing and liquidity"".",122,80,12,1,22,3,4,,10157151007387115,/story.php?story_fbid=10157151007387115&id=129011692114
The Straits Times,,2020-06-24 07:57:41,"The amount is $1,000 less than in the 2015 election. Candidates will also have the option to use electronic funds transfer.",119,105,6,,8,,,,10157150978842115,/story.php?story_fbid=10157150978842115&id=129011692114
