source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
,,2020-06-11 19:06:05,THE BIG STORY: Resilience in a Changing External Environment – Senior Minister Teo Chee Hean #thebigstory #stbigstory #coronavirus #covid19 #sgunited #teocheehean,492,360,11,81,6,3,24,,261010855239165,/story.php?story_fbid=261010855239165&id=129011692114
,,2020-06-10 17:08:55,"As part of efforts to step up Covid-19 testing in Singapore, the Government plans to conduct 40,000 tests a day in the coming months. Dr Hannah Clapham, an epidemiologist and mathematical modeller at Saw Swee Hock School of Public Health, discusses whether this will help detect all the asymptomatic cases in the community. A new multilingual AI-powered chatbot is being used to monitor the health of migrant workers diagnosed with Covid-19. We speak to the brains behind the chatbot Dr Jen Wei Ying. Asian Insider: America in Crisis: https://youtu.be/QmoGeK4j0ZQ askST: How is Covid-19 testing done and what are the different types of tests? #thebigstory #coronavirus #covid19",420,357,1,45,3,2,4,,257102368847746,/story.php?story_fbid=257102368847746&id=129011692114
,,2020-06-09 19:04:31,THE BIG STORY: Living with Covid-19 – Minister Lawrence Wong on Singapore’s path to beating coronavirus #thebigstory #stbigstory #coronavirus #covid19 #sgunited #lawrencewong,979,677,13,193,9,15,34,,260768365357553,/story.php?story_fbid=260768365357553&id=129011692114
,,2020-06-09 17:01:56,THE BIG STORY: How does the new contact-tracing token work without location tracking? | Improving couple communications in light of more divorces during circuit breaker #thebigstory #stbigstory #coronavirus #covid19 #tracetogether,288,221,5,34,1,12,12,,271485830573763,/story.php?story_fbid=271485830573763&id=129011692114
,,2020-06-08 17:09:37,THE BIG STORY: A safe S’pore GE amid Covid-19 - what voters need to know | DPM Heng on how S’pore can strengthen fiscal position #thebigstory #stbigstory #coronavirus #covid19 #budget #hengsweekeat #generalelection,418,318,4,65,9,5,11,,2369195330045302,/story.php?story_fbid=2369195330045302&id=129011692114
,,2020-06-07 19:18:47,THE BIG STORY: PM Lee speaks on “overcoming the crisis of a generation” | Post-Covid-19 Singapore #thebigstory #stbigstory #coronavirus #covid19 #sgunited #leehsienloong,4.1K,2.7K,62,913,40,51,153,,464471134393261,/story.php?story_fbid=464471134393261&id=129011692114
,,2020-06-04 16:54:25,THE BIG STORY: S’pore reports 15 new Covid-19 community cases | Fortitude Budget debate kicks off in Parliament | Significance of S’pore-China travel ‘fast lane’ | ChildAid concert goes online #thebigstory #stbigstory #coronavirus #covid19,352,268,3,46,4,9,16,,277714273423052,/story.php?story_fbid=277714273423052&id=129011692114
,,2020-06-03 17:29:57,THE BIG STORY: Concerns about foreign worker housing moving to residential estates - reasonable or based on Nimby mindset? | HK extends Covid-19 restrictions,810,688,6,78,6,15,14,,208448203468681,/story.php?story_fbid=208448203468681&id=129011692114
,,2020-06-02 17:09:29,THE BIG STORY: Phase 1 of S’pore’s safe reopening starts today - find out how schools and SMEs are coping #thebigstory #stbigstory #coronavirus #covid19,558,459,5,56,4,4,17,,299952117836537,/story.php?story_fbid=299952117836537&id=129011692114
,,2020-06-02 12:43:20,THE BIG STORY: Phase 1 starts today - National Development Minister Lawrence Wong speaks to Money FM 89.3 on life post-circuit breaker #thebigstory #stbigstory #coronavirus #covid19 #sgunited,729,531,7,115,6,7,49,,663699647814285,/story.php?story_fbid=663699647814285&id=129011692114
,,2020-06-01 19:08:14,"THE BIG STORY: Face masks as default option post-circuit breaker, not replaced by face shields | Govt to build 11 foreign worker dorms in 2 years #thebigstory #stbigstory #coronavirus #covid19 #sgunited",544,413,6,77,6,3,27,,1131899883838277,/story.php?story_fbid=1131899883838277&id=129011692114
,,2020-06-01 16:59:15,"THE BIG STORY: Last day of circuit breaker | 2 in 3 S’poreans’ savings only enough for 6 months | Fraud schemes using celebs, reputable brands to lure victims #thebigstory #stbigstory #coronavirus #covid19 #circuitbreaker #economy #fraud",425,335,4,54,5,5,11,,312195379778506,/story.php?story_fbid=312195379778506&id=129011692114
,,2020-05-29 17:01:04,THE BIG STORY: Balancing public health and S’pore’s economic recovery post-circuit breaker - senior health correspondent Salma Khalik speaks to experts about the potential pitfalls as we move through the 3 phases of reopening the economy.  #thebigstory #stbigstory #coronavirus #covid19,344,273,5,51,1,3,8,,1128812510810591,/story.php?story_fbid=1128812510810591&id=129011692114
,,2020-05-28 16:58:03,THE BIG STORY: Can SMEs survive Phase 1 even with Govt support? | Disrupted home renovations given priority to restart from June 2 | Fresh poly graduate becomes family’s sole breadwinner amid Covid-19 #thebigstory #stbigstory #coronavirus #covid19,352,286,1,39,1,18,4,,270731784045653,/story.php?story_fbid=270731784045653&id=129011692114
,,2020-05-22 17:07:12,"THE BIG STORY: Covid-19 cases in S’pore surpass 30,000 | Beijing moves to tighten control of HK | Celebrating Hari Raya Aidilfitri during Covid-19 #thebigstory #stbigstory #coronavirus #covid19 #china #hongkong",325,261,3,30,6,21,1,,565967334050707,/story.php?story_fbid=565967334050707&id=129011692114
,,2020-05-20 17:16:12,THE BIG STORY: S’pore post-circuit breaker: Does Phase 1 balance safety & flexibility? | Does Phase 1 signal economic upturn? | NDP 2020 scales down #thebigstory #stbigstory #coronavirus #covid19 #circuitbreaker #sgunited #ndp,487,392,3,75,4,3,7,,582496805983502,/story.php?story_fbid=582496805983502&id=129011692114
,,2020-05-19 20:07:59,"THE BIG STORY: Circuit breaker to end June 1 with three-phase resumption of activities | Schools to reopen on June 2 | Visits allowed to parents, grandparents #thebigstory #stbigstory #coronavirus #covid19 #circuitbreaker #sgunited",1.4K,1K,10,183,18,17,105,,661683764380124,/story.php?story_fbid=661683764380124&id=129011692114
,,2020-03-26 17:29:46,THE BIG STORY: $48 billion Resilience Budget to combat impact of Covid-19,837,744,5,83,1,,4,,208702250439777,/story.php?story_fbid=208702250439777&id=129011692114
,,2020-03-25 17:29:45,THE BIG STORY: Coronavirus: Authorities remind entertainment operators to observe safe distancing | Rise in Covid-19 cases expected | Covid-19 Impact on tourism,462,393,4,48,8,2,7,,1521035511407374,/story.php?story_fbid=1521035511407374&id=129011692114
,,2020-03-24 17:30:03,THE BIG STORY: Coronavirus: Will Malaysia’s lockdown be extended? | Economic impact of Covid-19,505,429,2,46,11,16,1,,1540215162812037,/story.php?story_fbid=1540215162812037&id=129011692114
,,2020-03-23 18:35:36,The Big Story Special: Singapore's fight for hygiene awareness in the battle against Covid-19,731,668,2,53,2,2,4,,534598144137437,/story.php?story_fbid=534598144137437&id=129011692114
,,2020-03-20 19:13:46,THE BIG STORY: Coronavirus: 40 new cases in Singapore; 30 imported | GovTech launches contact tracing app,1K,743,9,65,31,141,73,,495659191322343,/story.php?story_fbid=495659191322343&id=129011692114
,,2020-03-19 17:29:43,THE BIG STORY: Exclusive with Covid-19 patient currently in isolation ward | Schools and kindergartens to reopen on Monday,499,423,2,62,5,5,2,,504814476881409,/story.php?story_fbid=504814476881409&id=129011692114
,,2020-03-18 21:40:01,THE BIG STORY: Coronavirus: 47 new cases in Singapore; Singaporeans to defer all travel abroad,2.2K,1.5K,14,71,179,425,96,,207460000575904,/story.php?story_fbid=207460000575904&id=129011692114
,,2020-03-18 17:29:43,THE BIG STORY: Day 1 of Malaysia’s lockdown | How will S’pore GE be held amid Covid-19? | China bans journalists from US media outlets,570,507,2,40,6,5,10,,827957894377918,/story.php?story_fbid=827957894377918&id=129011692114
,,2020-03-17 17:29:43,THE BIG STORY: Coronavirus: Malaysia on lockdown | Josephine Teo on jobs amid Covid-19,525,470,5,28,10,6,6,,521209785480746,/story.php?story_fbid=521209785480746&id=129011692114
,,2020-03-17 16:15:43,THE BIG STORY: Manpower Minister Josephine Teo speaks on Malaysia lockdown,873,726,19,76,11,17,24,,836572966861364,/story.php?story_fbid=836572966861364&id=129011692114
,,2020-03-16 20:21:32,THE BIG STORY: Coronavirus: 17 new cases in Singapore; 86-year-old Singaporean oldest patient so far,616,386,,25,51,153,1,,2966487410075385,/story.php?story_fbid=2966487410075385&id=129011692114
,,2020-03-11 20:29:46,"THE BIG STORY: Coronavirus: 12 new cases in Singapore, including three RSAF servicemen who were in France",402,266,1,15,39,79,2,,496040321090661,/story.php?story_fbid=496040321090661&id=129011692114
,,2020-03-10 19:17:47,THE BIG STORY: Coronavirus: Six more cases in Singapore; 166 in total | Coronavirus: Government agencies to suspend activities for seniors,704,499,9,35,31,108,22,,654605041958352,/story.php?story_fbid=654605041958352&id=129011692114
,,2020-03-09 20:23:49,THE BIG STORY: Coronavirus: 10 new cases in Singapore; six linked to Safra Jurong cluster,509,338,8,22,46,87,8,,203655794314941,/story.php?story_fbid=203655794314941&id=129011692114
,,2020-03-09 17:29:30,THE BIG STORY: Join Singapore's top Covid-19 experts as they discuss the way ahead. Ask your questions live.,933,821,7,82,9,8,6,,841941366283941,/story.php?story_fbid=841941366283941&id=129011692114
,,2020-03-06 20:53:09,THE BIG STORY: Coronavirus: 13 new cases in Singapore; nine linked to Safra Jurong dinner,731,435,4,34,79,168,11,,2794574073960695,/story.php?story_fbid=2794574073960695&id=129011692114
,,2020-03-05 18:52:08,THE BIG STORY: Coronavirus impact on the aviation industry and how to keep safe during a flight,237,210,1,20,4,1,1,,4196770077015705,/story.php?story_fbid=4196770077015705&id=129011692114
,,2020-03-04 17:29:47,THE BIG STORY: Parliament: More emphasis on mental and cyber wellness education | Coronavirus: South Korea unveils stimulus package to cushion outbreak | Coronavirus: Air New Zealand confirms infected case on Singapore-Auckland flight,134,119,,11,2,1,1,,2506031216313975,/story.php?story_fbid=2506031216313975&id=129011692114
,,2020-03-03 20:26:00,THE BIG STORY | Coronavirus: Two more confirmed cases in Singapore; 110 in total,191,170,1,13,1,4,2,,606325880211014,/story.php?story_fbid=606325880211014&id=129011692114
,,2020-03-02 17:31:47,THE BIG STORY | Muhyiddin's first day as Malaysia PM | Coronavirus: US reports second death; Indonesia confirms two cases | Coronavirus: Ex-church members share tales of lies and deception,215,173,3,28,6,1,4,,3090258074359321,/story.php?story_fbid=3090258074359321&id=129011692114
,,2020-02-28 20:33:47,"THE BIG STORY | New coronavirus cluster at e-learning company, includes two new cases",212,169,,17,7,19,,,500239893996825,/story.php?story_fbid=500239893996825&id=129011692114
,,2020-02-28 17:29:46,THE BIG STORY | No Parliament sitting to pick Malaysian PM | Coronavirus: Fears of community spread in US | Coronavirus: Split-team ops - for or against?,181,163,,9,3,5,1,,611016219446599,/story.php?story_fbid=611016219446599&id=129011692114
,,2020-02-27 17:31:48,THE BIG STORY | Coronavirus: Combatting complacency in Singapore | NMP calls for national code to address sexual violence on campus | NEL breaks down for six hours | Will Mahathir be appointed PM again?,183,153,1,25,1,3,,,1548356725315633,/story.php?story_fbid=1548356725315633&id=129011692114
,,2020-02-26 17:31:48,THE BIG STORY | MPs begin Budget debate | Inter-agency taskforce to address family violence | Coronavirus: Diagnostic kit helps establish link between the two church clusters | China's wildlife ban,146,128,1,15,2,,,,180025990081538,/story.php?story_fbid=180025990081538&id=129011692114
,,2020-02-25 19:21:45,THE BIG STORY | Coronavirus: Link established between Grace Assembly of God and Life Church and Missions clusters | Coronavirus: Singapore to bar visitors from Daegu and Cheongdo,275,241,1,25,2,1,5,,1454114414783669,/story.php?story_fbid=1454114414783669&id=129011692114
,,2020-02-25 17:29:53,THE BIG STORY | Mahathir's first day as Interim PM | Coronavirus: South Korea reports 60 new cases | Coronavirus: In conversation with NCID's Dr Shawn Vasoo,266,227,3,22,3,7,4,,281228446188910,/story.php?story_fbid=281228446188910&id=129011692114
,,2020-02-24 20:05:00,THE BIG STORY: Coronavirus update: 1 more case confirmed in Singapore; 2 patients discharged,373,330,,23,7,12,1,,186917412640345,/story.php?story_fbid=186917412640345&id=129011692114
,,2020-02-24 17:30:41,THE BIG STORY | Mahathir resigns as Malaysia PM | Coronavirus: South Korea on highest alert level,556,444,24,27,45,14,2,,1245439252512669,/story.php?story_fbid=1245439252512669&id=129011692114
,,2020-02-21 20:02:51,"THE BIG STORY: Coronavirus update: 10 patients discharged, highest number of patients discharged",1.3K,1.1K,,182,7,2,,,1203629536497051,/story.php?story_fbid=1203629536497051&id=129011692114
